Time,Location,Nature,Status,date
3:56 pm,3006 S 27TH ST MKE: @D6,Fraud,Service in Progress View History,2024-07-15
3:56 pm,3006 S 27TH ST MKE: @D6,Fraud,To be Filed View History,2024-07-15
3:56 pm,3006 S 27TH ST MKE: @D6,Fraud,Service in Progress View History,2024-07-15
3:56 pm,3006 S 27TH ST MKE: @D6,Fraud,To be Filed View History,2024-07-15
3:56 pm,3006 S 27TH ST MKE: @D6,Fraud,Service in Progress View History,2024-07-15
3:56 pm,3006 S 27TH ST MKE: @D6,Fraud,To be Filed View History,2024-07-15
3:56 pm,3006 S 27TH ST MKE: @D6,Fraud,Service in Progress View History,2024-07-15
3:54 pm,837 S 10TH ST MKE,Welfare Citizen,Advised View History,2024-07-15
3:54 pm,837 S 10TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:54 pm,837 S 10TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:54 pm,837 S 10TH ST MKE,Welfare Citizen,Advised View History,2024-07-15
3:54 pm,"LL(-87:57:37.9983,43:02:19.4098): EST 3749 W WISCONSIN AVE MKE",911,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,7600 W DONNA CT MKE: @UNIT 105,Violation Of Restraining Order,Advised/Referral View History,2024-07-15
3:52 pm,7600 W DONNA CT MKE: @UNIT 105,Violation Of Restraining Order,Service in Progress View History,2024-07-15
3:52 pm,7600 W DONNA CT MKE: @UNIT 105,Violation Of Restraining Order,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:52 pm,7600 W DONNA CT MKE: @UNIT 105,Violation Of Restraining Order,Advised/Referral View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:52 pm,N 91ST ST/W SILVER SPRING DR MKE,Recklessly Endanger Safety,Advised View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Service in Progress View History,2024-07-15
3:52 pm,D5,Return Station,Assignment Completed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,To be Filed View History,2024-07-15
3:50 pm,3906 N 68TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
3:48 pm,7600 W CAPITOL DR MKE,Battery/Fight/Assault,Open Investigation View History,2024-07-15
3:47 pm,"LL(-87:54:34.7363,43:03:05.3589): EST 1557 N RIVERCENTER DR MKE",911,Service in Progress View History,2024-07-15
3:45 pm,N VAN BUREN ST/E OGDEN AVE MKE,Traffic Hazard,Advised View History,2024-07-15
3:45 pm,N VAN BUREN ST/E OGDEN AVE MKE,Traffic Hazard,Unable to Locate Complainant View History,2024-07-15
3:45 pm,N VAN BUREN ST/E OGDEN AVE MKE,Traffic Hazard,Unable to Locate Complainant View History,2024-07-15
3:45 pm,N VAN BUREN ST/E OGDEN AVE MKE,Traffic Hazard,Advised View History,2024-07-15
3:43 pm,4714 W BURLEIGH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
3:42 pm,N ARLINGTON PL/E BRADY ST MKE,Welfare Citizen,Assignment Completed View History,2024-07-15
3:42 pm,"LL(-88:01:17.6919,43:07:48.1762): EST 8796 W LYNX AVE MKE",911,Service in Progress View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,City Citation(s) Issued View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,Service in Progress View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,Open Investigation View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,Open Investigation View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,City Citation(s) Issued View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,Service in Progress View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,City Citation(s) Issued View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,Open Investigation View History,2024-07-15
3:41 pm,1030 S 23RD ST MKE,Property Damage,Service in Progress View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
3:39 pm,6544 N 76TH ST MKE: @BURGER KING,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:39 pm,"LL(-88:00:01.6777,43:06:33.8652): EST 7225 W WELLINGTON PL MKE",911,Service in Progress View History,2024-07-15
3:39 pm,N 12TH ST/W NORTH AVE MKE,Motor Vehicle Accident,Advised View History,2024-07-15
3:39 pm,1919 S KINNICKINNIC AVE MKE,Theft,Service in Progress View History,2024-07-15
3:38 pm,420 E CAPITOL DR MKE: @MCDONALDS,Subject With A Weapon,Advised View History,2024-07-15
3:38 pm,420 E CAPITOL DR MKE: @MCDONALDS,Subject With A Weapon,Service in Progress View History,2024-07-15
3:38 pm,1349 N 23RD ST MKE,Trouble,Service in Progress View History,2024-07-15
3:38 pm,1349 N 23RD ST MKE,Trouble,Advised View History,2024-07-15
3:38 pm,N 6TH ST/W JUNEAU AVE MKE,Trouble,Assignment Completed View History,2024-07-15
3:37 pm,6833 W FOND DU LAC AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:37 pm,6833 W FOND DU LAC AVE MKE,Welfare Citizen,Assignment Completed View History,2024-07-15
3:37 pm,"LL(-87:56:11.6343,43:05:48.4440): EST 4360 N 20TH ST MKE",911,Service in Progress View History,2024-07-15
3:36 pm,2719 N 46TH ST MKE,911,Service in Progress View History,2024-07-15
3:36 pm,"LL(-87:58:18.3974,43:04:05.0086): EST 4646 W CENTER ST MKE",911,Service in Progress View History,2024-07-15
3:35 pm,1726 W LLOYD ST MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
3:35 pm,3347 N 27TH ST MKE: REAR UPPER,Battery/Fight/Assault,Service in Progress View History,2024-07-15
3:35 pm,1726 W LLOYD ST MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
3:35 pm,1726 W LLOYD ST MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
3:35 pm,1726 W LLOYD ST MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
3:34 pm,"LL(-87:55:24.6687,43:02:54.3658): EST 874 W FOND DU LAC AVE MKE",911,Service in Progress View History,2024-07-15
3:33 pm,N SHERMAN BLVD/W CONGRESS ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
3:30 pm,2153 N DR MARTIN L KING JR DR MKE: ALIAS 2153 N MLK,Theft,Service in Progress View History,2024-07-15
3:29 pm,"LL(-87:55:57.8416,43:06:22.3702): EST 4886 N 18TH ST MKE",911,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Service in Progress View History,2024-07-15
3:25 pm,3811 W LINCOLN AVE MKE: @TOW LOT,Property Found/Recovered,Advised View History,2024-07-15
3:23 pm,4800 N 76TH ST MKE,Trouble,Service in Progress View History,2024-07-15
3:21 pm,2920 N VEL R PHILLIPS AVE MKE: @D5:10-100,Return Station,Assignment Completed View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Service in Progress View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:20 pm,1547 N 9TH ST MKE: @UNIT D,Notification,Unable to Locate Complainant View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,5364 N 64TH ST MKE,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
3:20 pm,1703 S 24TH ST MKE: @UNIT 3,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
3:19 pm,4909 N 39TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
3:19 pm,1619 S 3RD ST MKE,Subject With A Weapon,Advised View History,2024-07-15
